,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
845,43778,35773,63641.0,6071.0,3m,I was happy after an inital shock of finding out that I am expecting for the fourth time.  I was happy because I have all boys and it gave me hope of having a little girl a dream I have had my whole life as I have thought that what I should have been having the whole time even thought I love my boys more than anything.,True,2.0,,enjoy_the_moment,1.0, I was happy because I have all boys and it gave me hope of having a little girl a dream I have had my whole life as I have thought that what I should have been having the whole time even thought I love my boys more than anything.
1328,146661,59119,87097.0,4943.0,3m,My friend called and told me she was getting married and asked me to be her Maid Of Honor. ,True,1.0,,bonding,0.0,My friend called and told me she was getting married and asked me to be her Maid Of Honor.
1196,172424,80272,108380.0,65.0,3m,my happiest moment in my life is getting the U.S Visa...i  cant forget anyway that moment in my existence........thank you for giving this Opportunity,True,1.0,,achievement,0.0,my happiest moment in my life is getting the U.
715,51639,41678,69575.0,1629.0,3m,"Talking to my mother on the phone a few weeks ago and realizing how much better she is feeling since winter is gone - shes does more things, is outdoors all the time and sounds happy and fulfilled.",True,1.0,,affection,0.0,"Talking to my mother on the phone a few weeks ago and realizing how much better she is feeling since winter is gone - shes does more things, is outdoors all the time and sounds happy and fulfilled."
984,57130,45970,73893.0,540.0,3m,I went to the dog park with my brother. He brought his German Shepard and a friend of ours brought his pug and they where playing all day.,True,2.0,,affection,0.0,I went to the dog park with my brother.
62,193145,97981,126194.0,11029.0,24h,My husband telling me he likes my new haircut.,True,1.0,,affection,0.0,My husband telling me he likes my new haircut.
91,22235,18014,45791.0,651.0,24h,"I've always written best very early in the morning and very late at night. I write very little in the middle of the day. If I do any work in the middle of the day, it is editing what I've written that morning.",True,3.0,,enjoy_the_moment,2.0,"If I do any work in the middle of the day, it is editing what I've written that morning."
1233,33413,27832,55659.0,11283.0,24h,"In the past 24 hours, I was laying on the couch and my cat jumped up to be next to me and started purring. ",True,1.0,affection,affection,0.0,"In the past 24 hours, I was laying on the couch and my cat jumped up to be next to me and started purring."
733,133477,48425,76356.0,753.0,3m,"There's a popular saying that goes something like this: ""The happiest people don't have the best of everything; they just make the best of everything they have."" You will have a deeper sense of contentment if you count your blessings instead of yearning for what you don't have.",True,2.0,,enjoy_the_moment,0.0,"There's a popular saying that goes something like this: ""The happiest people don't have the best of everything; they just make the best of everything they have."
170,169648,77966,106066.0,550.0,3m,I bought myself a really pretty new scarf.,True,1.0,achievement,achievement,0.0,I bought myself a really pretty new scarf.
983,151850,63417,91418.0,8362.0,3m,"I was spending some time trying to learn Python, a programming language. Although I consider myself a bit of a nerd, I am seriously lacking in computer knowledge. Although the functions I was learning were rather simple, it made me feel rather happy to say that I was learning something I was passionate about.",True,3.0,,achievement,0.0,"I was spending some time trying to learn Python, a programming language."
149,195351,99750,127971.0,3079.0,24h,"Happy Events Management Company is known for its creative and innovative event planning in Rajasthan. Company stands in Jodhpur since 2004. Company has professional team and coordinator for unique approach in each and every event to make it memorable forever. Our dedication is totally committed to successful event management and client satisfaction.
",True,4.0,,achievement,1.0,Company stands in Jodhpur since 2004.
165,46952,38190,66076.0,187.0,3m,I had a delicious Italian pizza yesterday evening with my friends.,True,1.0,,bonding,0.0,I had a delicious Italian pizza yesterday evening with my friends.
1388,39747,32784,60635.0,11133.0,3m,"My children and the neighbors children all playing soccer together all day, well into the dark. ",True,1.0,,affection,0.0,"My children and the neighbors children all playing soccer together all day, well into the dark."
1216,135607,49986,77923.0,586.0,3m,"The younger you were at the time, the better. I can not remember too much from my young childhood, besides the warm feeling from sitting in a basket of laundry just come from the dryer, my dad teaching me how to ride a bike, and the days my mom would pick me up from grade school and we would eat and talk at Arthur Treacher's while we were waiting for my brothers to finish school. And I can remember one vacation with my family by the seashore when I was very young, when my grandmother showed me how to dig for clams, as well as a trip to Disneyland where we stayed in a loft with a circular staircase surrounded by orange trees. All of these memories leave me with happy, warm feelings about my childhood. I also remember playing with my brothers and reading in my room alot and other minor incidents, but these more mundane memories don't really carry the same emotional weight.
",False,5.0,,affection,2.0,"And I can remember one vacation with my family by the seashore when I was very young, when my grandmother showed me how to dig for clams, as well as a trip to Disneyland where we stayed in a loft with a circular staircase surrounded by orange trees."
657,56811,45767,73689.0,849.0,3m,"My uncle in chennai. When I received a call from my uncle, I really happy to speak to them. Their children,s spoke me with their baby voice Its very nice to hear on that time.",True,3.0,,affection,0.0,My uncle in chennai.
364,764,599,28272.0,1045.0,24h,I was happy to come into work and find out that a huge project had been canceled.  It was a big relief.,True,2.0,,achievement,1.0, It was a big relief.
940,36728,30691,58535.0,10052.0,3m,the past three months have been hard on me. my girlfriend of 7 years had been openly cheating on me. its hard to believe that a happy moment came out of all this but here it is. yesterday she said she wanted me back and she spend hours telling me how sorry she was and that this all has shown her how much i mean to her. she broke out in tears and was obviously upset over it all. that was my happiest moment. the moment i could take her back and be with her again. ,True,7.0,,affection,2.0,its hard to believe that a happy moment came out of all this but here it is.
846,157350,67890,95927.0,396.0,3m,"My brother came to my home after his work yesterday. We spoke for 2 hours without any interruptions. Good Lord, I am happy.",True,3.0,,affection,0.0,My brother came to my home after his work yesterday.
662,179032,85973,114114.0,907.0,24h,I was doing meditation in the morning. Meditation always makes my inner self  happy and relaxed.,True,2.0,,enjoy_the_moment,1.0,Meditation always makes my inner self  happy and relaxed.
1445,30805,25663,53475.0,488.0,24h,We planned to go to tour on summer vocation my father showed me a buying tickets. I was surprised.,True,2.0,,affection,0.0,We planned to go to tour on summer vocation my father showed me a buying tickets.
963,47445,38574,66464.0,3050.0,3m,I designed a logo that got picked to be featured on a logo Instagram page. ,True,1.0,,achievement,0.0,I designed a logo that got picked to be featured on a logo Instagram page.
232,17517,13920,41677.0,1538.0,24h,"There was a big thunderstorm during the day, and our power stayed on. It was really cozy.",True,2.0,,nature,0.0,"There was a big thunderstorm during the day, and our power stayed on."
605,18630,14897,42662.0,2884.0,24h,Watching the new Rick and Morty.,True,1.0,leisure,leisure,0.0,Watching the new Rick and Morty.
1074,2950,2479,30168.0,2023.0,24h,I got to spend the day visiting with my nieces. ,True,1.0,,affection,0.0,I got to spend the day visiting with my nieces.
1356,190237,95680,123881.0,647.0,24h,I ordered a banner for my home business and it arrived today. It turned out well! ,True,2.0,,achievement,0.0,I ordered a banner for my home business and it arrived today.
950,167095,76034,104125.0,9188.0,3m,I got my own apartment after living with family members for the last 5 years.,True,1.0,,achievement,0.0,I got my own apartment after living with family members for the last 5 years.
1419,138773,52580,80521.0,30.0,3m,"I took my son to the doctor today for a checkup, and he is doing great.",True,1.0,,affection,0.0,"I took my son to the doctor today for a checkup, and he is doing great."
1462,145311,58014,85987.0,2028.0,3m,We visited our hometown as a family.,True,1.0,affection,affection,0.0,We visited our hometown as a family.
660,184757,90978,119153.0,851.0,24h,"The most happiest moment i still reckon when i came back from the first day of my school, i was so excited and happy 
to attend my classes and meet with new friends. when i return back to my home. i saw my dad were waiting for me 
with a glass of juice and that moment made me feel so special so i enjoyed a lot and felt the most happiest moment 
of my life. ",True,3.0,,enjoy_the_moment,1.0,when i return back to my home.
202,52701,42594,70494.0,9006.0,3m,"I got free tickets from a co-worker to go to a hockey game. They were box seats in the VIP section of the arena. I had a extra ticket and i invited a friend i had not seen in some time. So it was a good opportunity to reconnect and see sports. I am not a die hard sports fan, but i appreciated the experience.",True,5.0,,bonding,0.0,I got free tickets from a co-worker to go to a hockey game.
897,4076,3343,31038.0,5778.0,24h,When I was offered a promotion to move to Dallas and be the Terminal Manager.,True,1.0,,achievement,0.0,When I was offered a promotion to move to Dallas and be the Terminal Manager.
1391,136654,50873,78811.0,7589.0,3m,"The other day when we were watching tv and it was me, my boyfriend, our two dogs, and our new kitten all snuggled up on the couch. The new kitten doesn't like to snuggle much, so it was rare that she decided to. It still makes me smile. ",True,3.0,,affection,2.0,It still makes me smile.
1310,180205,86987,115136.0,96.0,24h,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",True,3.0,nature,nature,0.0,lucky to live in the country in New York on acres of land.
337,39689,32746,60597.0,5840.0,3m,"I watched Through the Looking Glass last night, and I didn't particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words:Dedicated to Our Friend Alan Rickman.My boyfriend made me soup, his own improvised recipe.",True,1.0,,bonding,0.0,"I watched Through the Looking Glass last night, and I didn't particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words:Dedicated to Our Friend Alan Rickman."
182,2269,1979,29663.0,916.0,24h,I started thinking about more things that I will do on my vacation in 2 weeks.,True,1.0,,achievement,0.0,I started thinking about more things that I will do on my vacation in 2 weeks.
382,147907,60111,88093.0,882.0,3m,I listened to some music I enjoy.,True,1.0,,leisure,0.0,I listened to some music I enjoy.
1191,41902,34316,62180.0,636.0,3m,Finishing up all my speech classes in my final year in university.,True,1.0,achievement,achievement,0.0,Finishing up all my speech classes in my final year in university.
749,20476,16437,44207.0,144.0,24h,I past 24 hours i went for an interview. There are more than 200 people we came for the interview.Out of 200 i got selected. That felt me made so happy.,True,3.0,,achievement,2.0,Out of 200 i got selected.
1016,151110,62778,90776.0,635.0,3m,Speaking to my Mom over the phone. Haven't been able to speak to her for a while and it was so good to hear her voice. I miss her so much.,True,3.0,,affection,2.0,I miss her so much.
939,32680,27266,55087.0,9.0,24h,went to the christmas tree shop to purchase some lawn ornaments so it's time to spring out. ,True,1.0,,nature,0.0,went to the christmas tree shop to purchase some lawn ornaments so it's time to spring out.
69,181597,88232,116391.0,4801.0,24h,I spoke to an old friend on the phone and it was a joy hearing from him.  I haven't been able to talk to him for a few months and it was nice catching up.,True,2.0,bonding,bonding,0.0,I spoke to an old friend on the phone and it was a joy hearing from him.
314,138348,52246,80186.0,2217.0,3m,What has made me happy is becoming such good friends with ny brothers childhoold friend. I recently lost my brother in a car accident and somehow thia man found a way to get in touch with me. He has been in prison  13 years and still manages to talk to me daily.  It makes me feel alot better and getting me out of my depressed stage. ,False,4.0,,bonding,0.0,What has made me happy is becoming such good friends with ny brothers childhood friend.
521,159628,69751,97804.0,2442.0,3m,"Last month while I was cleaning my room, I found an old The Strokes vinyl I had received as a gift. I was convinced it was gone forever but when I found it I was ecstatic. ",True,2.0,,achievement,0.0,"Last month while I was cleaning my room, I found an old The Strokes vinyl I had received as a gift."
1479,152624,64040,92046.0,1562.0,3m,"One month ago, our uncle was hospitalized for severe headache for nearly 1 week. We all were very sad and we prayed a lot for him. At last, after 4 days he got well and was dicharged by the doctors. Now, he is very well. All of our family members were happy and went for temple & conducted a pooja for him.",True,5.0,,affection,3.0,"Now, he is very well."
1352,51185,41300,69196.0,417.0,3m,I was able to buy some very popular shoes for a friend.,True,1.0,bonding,bonding,0.0,I was able to buy some very popular shoes for a friend.
151,142771,55936,83894.0,11836.0,3m,"I passed my rigorous job interview. It was demanding in all aspects, even the physical. I doubted myself, but I passed. Nothing could express how happy I was.",True,4.0,,achievement,0.0,I passed my rigorous job interview.
1054,35886,30020,57861.0,459.0,24h,A free cup of iced macchiato at Starbucks (thanks to rewards points).,True,1.0,,achievement,0.0,A free cup of iced macchiato at Starbucks (thanks to rewards points).
1266,673,525,28198.0,820.0,24h,I finished my paper for my college class.,True,1.0,achievement,achievement,0.0,I finished my paper for my college class.
853,139945,53589,81534.0,391.0,3m,My cat woke me up this morning by lying on my chest and meowing in my face until I gave him attention.,True,1.0,,affection,0.0,My cat woke me up this morning by lying on my chest and meowing in my face until I gave him attention.
1406,4610,3767,31465.0,737.0,24h,"Sharing ideas to make your own Happiness Jar and photos of Happiness Jars. ... Write down something that made you happy every day for a year,",True,2.0,,enjoy_the_moment,0.0,Sharing ideas to make your own Happiness Jar and photos of Happiness Jars.
255,20479,16438,44208.0,420.0,24h,"My daughter did a Bharathanatyam dance program in big temple , she performed well . My mother came and saw that dance program and she gave kichadi (food) which she prepared for us. That incident made me happy.",True,3.0,,affection,1.0,My mother came and saw that dance program and she gave kichadi (food) which she prepared for us.
1337,180518,87231,115385.0,527.0,24h,We found a debt plan to help get control of things. So thankful!,True,2.0,,achievement,0.0,We found a debt plan to help get control of things.
360,157739,68186,96227.0,222.0,3m,I went to library and read the good books.,True,1.0,,leisure,0.0,I went to library and read the good books.
705,37474,31228,59076.0,973.0,3m,"I went to my uncle's house which is very far from my home town. When i was in my college days, i met him. It's almost three years from then. When he saw me again, he was very excited and i am also very happy to see him after a long time. ",True,4.0,,affection,1.0,"When i was in my college days, i met him."
127,18586,14850,42615.0,862.0,24h,I streamed videos with my long distance best friend.,True,1.0,,bonding,0.0,I streamed videos with my long distance best friend.
183,173600,81259,109370.0,671.0,24h,one day suddenly we are going to one cine studio. that is very happiest moment.,True,2.0,,enjoy_the_moment,1.0,that is very happiest moment.
71,14287,11221,38963.0,2227.0,24h,"I learned that I would be getting a bonus at work for the previous months performance.
",True,1.0,,achievement,0.0,I learned that I would be getting a bonus at work for the previous months performance.
352,133883,48775,76707.0,4153.0,3m,My partner began to communicate better.,True,1.0,,affection,0.0,My partner began to communicate better.
366,143349,56403,84365.0,8989.0,3m," Happiness is used in both life evaluation, as in ""How happy are you with your life as a whole?"", and in emotional reports, as in ""How happy are you now?,"" and people seem able to use happiness as appropriate in these verbal contexts. Using these measures, the World Happiness Report identifies the countries with the highest levels of happiness.",True,3.0,,enjoy_the_moment,0.0," Happiness is used in both life evaluation, as in ""How happy are you with your life as a whole?"
570,162379,72162,100235.0,1944.0,3m,someone else cancels plans and you get to relax at home without guilt.,True,1.0,,leisure,0.0,someone else cancels plans and you get to relax at home without guilt.
604,37227,31056,58904.0,964.0,3m,One event I can recall is taking my dream puppy to his first barn hunt experience. He really had a good time and caught onto it quick. He is a very happy puppy and people commented how he seemed like a natural. It was also down where the in-laws live so it was a good excuse to stop by and visit them as well. I had a great time and was very happy and look forward to doing it again.,True,5.0,affection,affection,2.0,He is a very happy puppy and people commented how he seemed like a natural.
1101,1855,1594,29273.0,73.0,24h,My boss told me I did an exceptional job. ,True,1.0,achievement,achievement,0.0,My boss told me I did an exceptional job.
98,160769,70741,98802.0,817.0,3m,"happiness in terms of living a good life, or flourishing, rather than simply as an emotion. Happiness in this sense was used to translate the Greek eudaimonia, and is still used in virtue ethics. There has been a transition over time from emphasis on the happiness of virtue to the virtue of happiness.[3] Since the turn of the millennium, the human flourishing approach, advanced particularly by Amartya Sen has attracted increasing interest in psychological, especially prominent in the work of Martin Seligman, Ed Diener and Ruut Veenhoven, and international development and medical research in the work of Paul Anand.",True,4.0,,enjoy_the_moment,1.0,"Happiness in this sense was used to translate the Greek eudaimonia, and is still used in virtue ethics."
103,136293,50585,78523.0,1867.0,3m,My souffle did not fall when I took it out of the oven.  ,True,1.0,,achievement,0.0,My souffle did not fall when I took it out of the oven.
191,51791,41819,69717.0,787.0,3m,My girlfriend and I spent an evening out on the town in the city at various bars.,True,1.0,,affection,0.0,My girlfriend and I spent an evening out on the town in the city at various bars.
1402,10484,8327,36058.0,1028.0,24h,"Drinking a ginger tea , thatas all there is , this week hasnat been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.Talking and laughing with my friends and family makes me happy.I slept throughout the night hugging the man that makes my heart beats fast and giving me laughs.
",False,1.0,,affection,2.0,I slept throughout the night hugging the man that makes my heart beats fast and giving me laughs.
574,161667,71550,99618.0,430.0,3m,Taking my son to the aquarium for the first time and seeing a big smile on his face.,True,1.0,,affection,0.0,Taking my son to the aquarium for the first time and seeing a big smile on his face.
1349,185714,91755,119936.0,1719.0,24h,i met my friends at a movie theater.,True,1.0,bonding,bonding,0.0,i met my friends at a movie theater.
668,144237,57171,85141.0,286.0,3m,This morning I watched a few videos with dogs.,True,1.0,leisure,leisure,0.0,This morning I watched a few videos with dogs.
17,22017,17795,45570.0,2661.0,24h,"My neighbor invited me over for some homemade ""carne asada"".",True,1.0,,bonding,0.0,"My neighbor invited me over for some homemade ""carne asada""."
1460,26948,22158,49950.0,1156.0,24h,Some kids in the youth group asked really good questions and contributed greatly to the discussion.,True,1.0,,affection,0.0,Some kids in the youth group asked really good questions and contributed greatly to the discussion.
897,4076,3343,31038.0,5778.0,24h,When I was offered a promotion to move to Dallas and be the Terminal Manager.,True,1.0,,achievement,0.0,When I was offered a promotion to move to Dallas and be the Terminal Manager.
1003,52168,42137,70036.0,30.0,3m,My daughter gets along great with her new brother.,True,1.0,,affection,0.0,My daughter gets along great with her new brother.
604,37227,31056,58904.0,964.0,3m,One event I can recall is taking my dream puppy to his first barn hunt experience. He really had a good time and caught onto it quick. He is a very happy puppy and people commented how he seemed like a natural. It was also down where the in-laws live so it was a good excuse to stop by and visit them as well. I had a great time and was very happy and look forward to doing it again.,True,5.0,affection,affection,2.0,He is a very happy puppy and people commented how he seemed like a natural.
909,174468,81975,110090.0,9293.0,24h,I watched our Middle and High School's Spring Music concert.  My daughter is in the 6th grade band.  The show was wonderful as the kids are very talented.  I really enjoyed myself and it made me happy that my daughter is involved in such a wonderful music department.,True,4.0,,affection,2.0, The show was wonderful as the kids are very talented.
1030,41730,34178,62041.0,2077.0,3m,I acted in a small play in my local community theater. It was one of the greatest things I've ever done. I can't wait to do it again. Next time I'm going to be the lead. I'm going to try my hardest.,True,5.0,,enjoy_the_moment,2.0,I can't wait to do it again.
193,12236,9611,37347.0,9010.0,24h,I tried a new brand of snack chips that a friend recommended to me and loved them!,True,1.0,,bonding,0.0,I tried a new brand of snack chips that a friend recommended to me and loved them!
66,16628,13222,40974.0,2356.0,24h,I picked a home grown radish from our garden and marveled how tasty it was compared to store bought ones.,True,1.0,,achievement,0.0,I picked a home grown radish from our garden and marveled how tasty it was compared to store bought ones.
589,187298,93058,121249.0,152.0,24h,Knowing that the work week is almost over for me.,True,1.0,,enjoy_the_moment,0.0,Knowing that the work week is almost over for me.
1227,30364,25238,53049.0,5782.0,24h,"I finished a busy front loaded week when I took a test, allowing me to be able to rest up, take a nap, and unload my fatigue.",True,1.0,,achievement,0.0,"I finished a busy front loaded week when I took a test, allowing me to be able to rest up, take a nap, and unload my fatigue."
1190,1207,980,28654.0,3697.0,24h,It was my 25th birthday!,True,1.0,,enjoy_the_moment,0.0,It was my 25th birthday!
732,136370,50649,78587.0,48.0,3m,"I found a raccoon snoozing in a cubbyhole above our backyard awning, and she let me take her picture.",True,1.0,,affection,0.0,"I found a raccoon snoozing in a cubbyhole above our backyard awning, and she let me take her picture."
451,176821,83976,112105.0,272.0,24h,"My son was rolling arond on the floor giggling, hes only 6 months old, It was really cute and my daughter decided to do it with him and shes 2 so it was halarious to watch them rolling around together laughing.",False,1.0,affection,affection,0.0,"My son was rolling around on the floor giggling, hes only 6 months old, It was really cute and my daughter decided to do it with him and shes 2 so it was halarious to watch them rolling around together laughing."
951,10182,8112,35842.0,9416.0,24h,"When this girl and this guy (one of the guys mentioned above) that I'm friends with decided to go to Walmart with me to buy groceries. These two don't go very well together, but this time they were really getting along.",True,2.0,,bonding,0.0,When this girl and this guy (one of the guys mentioned above) that I'm friends with decided to go to Walmart with me to buy groceries.
985,40960,33613,61471.0,810.0,3m,I got extra money in my paycheck for picking up a shift at work.,True,1.0,,achievement,0.0,I got extra money in my paycheck for picking up a shift at work.
44,170827,78886,106989.0,154.0,3m,My neighbors complimented my lawn.,True,1.0,,achievement,0.0,My neighbors complimented my lawn.
64,139489,53217,81160.0,540.0,3m,I went to the bar with some friends. We didn't get to drunk we just had a couple of drinks and went home and ate pizza.,True,2.0,,bonding,0.0,I went to the bar with some friends.
649,36884,30816,58662.0,2502.0,3m,I received a surprise visit from my nephew and his children from out of state. ,True,1.0,,affection,0.0,I received a surprise visit from my nephew and his children from out of state.
799,133794,48702,76634.0,1178.0,3m,I finished sewing all the components on my cosplay.,True,1.0,,achievement,0.0,I finished sewing all the components on my cosplay.
1427,145566,58236,86209.0,673.0,3m,I went shopping a few weeks ago and bought a new handbag.  I felt really pleased because my old one was falling apart.  I needed to get a new one.,True,3.0,achievement,achievement,0.0,I went shopping a few weeks ago and bought a new handbag.
905,10593,8398,36130.0,2800.0,24h,"Yesterday i went to shopping, I enjoy shopping! It is a nice way to spend some time. Can be social. It is always fun to try on clothes, see how they go together and plan future outfits.

It is also nice to see the new inventions they create. I watched aThe True Cost"" that makes me question and despise a lot of things in shops now. I can't help but get drawn in sometimes though. The shops market things in such a way it's hard to not enjoy shopping.

They make us want to buy things to improve our lives and feel loved. We/I need to remember that they are only material things. New clothes and furniture won't really change how people feel about us, once they get past the initial judgements.",True,11.0,,bonding,1.0,It is a nice way to spend some time.
669,150808,62516,90511.0,4727.0,3m,I planned and  booked a full trip to Disney World which is something I've always dreamed of doing.,True,1.0,,achievement,0.0,I planned and  booked a full trip to Disney World which is something I've always dreamed of doing.
660,184757,90978,119153.0,851.0,24h,"The most happiest moment i still reckon when i came back from the first day of my school, i was so excited and happy 
to attend my classes and meet with new friends. when i return back to my home. i saw my dad were waiting for me 
with a glass of juice and that moment made me feel so special so i enjoyed a lot and felt the most happiest moment 
of my life. ",True,3.0,,enjoy_the_moment,1.0,when i return back to my home.
607,34196,28501,56333.0,6040.0,24h,"While driving my nieces to school yesterday afternoon the song ""Starving"" by Hailee Steinfeld came on the radio. That song is a guilty pleasure of mine and I secretly enjoy hearing it. When It came on over the speakers in my car my nieces in the backseat immediately started dancing and asked my to turn it up. My 5 year-old niece declared, ""I really love this song!"" It was fun to share that with my nieces and put a big smile on my face.",True,5.0,,affection,0.0,"While driving my nieces to school yesterday afternoon the song ""Starving"" by Hailee Steinfeld came on the radio."
1110,160793,70761,98822.0,1428.0,3m,My son's soccer team finally won a game after 4 losses.,True,1.0,achievement,achievement,0.0,My son's soccer team finally won a game after 4 losses.
553,35603,29768,57609.0,372.0,24h,I was happy when I bought a new case for my phone.,True,1.0,,achievement,0.0,I was happy when I bought a new case for my phone.
315,41377,33923,61785.0,6522.0,3m,"Summer vacation. It was a long journey to Ooty from Delhi, but we thoroughly enjoyed it. We reached Mettupalayam by train. From there we took another train for Wellington. This journey, in the little mountain railway, was quite exhilarating and unforgettable.


During the journey we saw breath-taking scenes of Nigeria hills and forests. There were my maternal uncle, aunt, their little daughter Jasmine and 2 attendants to receive us at the station. We were overjoyed to see and meet one another.

The following day, and then on the week-end, we visited Ooty. On both these visits we enjoyed the beauty, freshness, food walking, horse-riding and excursions. Situated at the height of 2,286 meters on Nigeria hills, Ooty is a very popular and famous hill resort of South India. It is in the state of Tamil Nadu. Full of rich tourist- activities and possibilities round the year, Ooty was discovered in 1819 by the then collector of Combater, an Englishman, Mr. John Sullivan. He constructed his summer residence there. He was the first man to do so. He was soon followed by numerous other Englishmen. It then became the summer seat of Provincial Government of Madras.
The temperate coolness attracts a large crowd of people from nearby areas, provinces and distant parts of the country. Originally it belonged to the Toads, a hill tribe which still lives in the Nigeria Hills. This ""Queen of the Hill Stations"" is full of nice outdoor activities like hiking, boating, fishing, horse-riding, long walks, excursions and shopping. There is a big and wonderful botanical garden in the very heart of the town. It has more than 600 varieties of exotic plants and trees. We visited the botanical garden and then enjoyed boating in the lake.

We went to Deadbeats Peak in our uncle's car. From there we had an excellent panoramic view of the plains below. Is the highest point and boasts the height of 2,638 meters. There is also a telescope for the viewing pleasure of the tourists. We also visited and immensely enjoyed the nearby Sam's Park, a nice picnic spot full of many varieties of plants, trees, herbs and a fine pool full of lilies.

The shopping in the small but colorful market of the town is an unforgettable experience. Mother bought a few silk saris', spices and some other items as gifts for our friends and relations. I bought some special tea and items of woodcraft. Ooty, overlooking blue hills and lush green valleys, is a very pleasant place and tourist resort. There was a big crowd of Indian and foreign tourists.

We also visited nearby Connor, a small but colorful town amidst sprawling tea gardens. We thoroughly enjoyed our visit to this still station. We also exposed a number of films to capture beautiful and natural scenes, events and memorable moments. These photographs will help us to keep our joy and memories of the place ever new and fresh.",True,37.0,,affection,36.0,"We also exposed a number of films to capture beautiful and natural scenes, events and memorable moments."
517,6030,4897,32606.0,11242.0,24h,Another thing that made me happy this past month was to learn that my 16 year old son will be staying with me for a week for his spring break he has since moved with his dad across the country. I cant wait to see him. ,True,2.0,,affection,0.0,Another thing that made me happy this past month was to learn that my 16 year old son will be staying with me for a week for his spring break he has since moved with his dad across the country.
840,186839,92671,120859.0,443.0,24h,"Yesterday, I was able to accomplish all of my to-do tasks.",True,1.0,,achievement,0.0,"Yesterday, I was able to accomplish all of my to-do tasks."
254,181462,88111,116270.0,262.0,24h,I spent the night with my spouse. ,True,1.0,,affection,0.0,I spent the night with my spouse.
685,156603,67229,95261.0,249.0,3m,"WHEN MY SISTER'S FIRST CHILD WAS BORN, AND THE NURSE SHOW HIM TO ME. I CANNOT DESCRIBE WHAT I FELT, BUT IT WAS UNFORGETTABLE. BIRTH OF MY SISTER'S FIRST BORN AND HOLDING HIM FOR THE FIRST TIME.",True,3.0,affection,affection,0.0,"WHEN MY SISTER'S FIRST CHILD WAS BORN, AND THE NURSE SHOW HIM TO ME."
1087,52865,42706,70608.0,3625.0,3m,"This past week i went snowboarding in Colorado at loveland ski resort. It had received 21 inches in the past 3 days. This made for a great experience to ride at the end of April.   


im still felling this one ",True,4.0,,achievement,0.0,This past week i went snowboarding in Colorado at loveland ski resort.
178,36317,30373,58215.0,119.0,24h,I took my family to dinner yesterday after a long time as there was examinations for my kids last month. my whole family enjoyed the outing and dinner yesterday made me feel very happy.,True,2.0,,affection,0.0,I took my family to dinner yesterday after a long time as there was examinations for my kids last month.
1441,41356,33923,61785.0,6522.0,3m,"Summer vacation. It was a long journey to Ooty from Delhi, but we thoroughly enjoyed it. We reached Mettupalayam by train. From there we took another train for Wellington. This journey, in the little mountain railway, was quite exhilarating and unforgettable.


During the journey we saw breath-taking scenes of Nigeria hills and forests. There were my maternal uncle, aunt, their little daughter Jasmine and 2 attendants to receive us at the station. We were overjoyed to see and meet one another.

The following day, and then on the week-end, we visited Ooty. On both these visits we enjoyed the beauty, freshness, food walking, horse-riding and excursions. Situated at the height of 2,286 meters on Nigeria hills, Ooty is a very popular and famous hill resort of South India. It is in the state of Tamil Nadu. Full of rich tourist- activities and possibilities round the year, Ooty was discovered in 1819 by the then collector of Combater, an Englishman, Mr. John Sullivan. He constructed his summer residence there. He was the first man to do so. He was soon followed by numerous other Englishmen. It then became the summer seat of Provincial Government of Madras.
The temperate coolness attracts a large crowd of people from nearby areas, provinces and distant parts of the country. Originally it belonged to the Toads, a hill tribe which still lives in the Nigeria Hills. This ""Queen of the Hill Stations"" is full of nice outdoor activities like hiking, boating, fishing, horse-riding, long walks, excursions and shopping. There is a big and wonderful botanical garden in the very heart of the town. It has more than 600 varieties of exotic plants and trees. We visited the botanical garden and then enjoyed boating in the lake.

We went to Deadbeats Peak in our uncle's car. From there we had an excellent panoramic view of the plains below. Is the highest point and boasts the height of 2,638 meters. There is also a telescope for the viewing pleasure of the tourists. We also visited and immensely enjoyed the nearby Sam's Park, a nice picnic spot full of many varieties of plants, trees, herbs and a fine pool full of lilies.

The shopping in the small but colorful market of the town is an unforgettable experience. Mother bought a few silk saris', spices and some other items as gifts for our friends and relations. I bought some special tea and items of woodcraft. Ooty, overlooking blue hills and lush green valleys, is a very pleasant place and tourist resort. There was a big crowd of Indian and foreign tourists.

We also visited nearby Connor, a small but colorful town amidst sprawling tea gardens. We thoroughly enjoyed our visit to this still station. We also exposed a number of films to capture beautiful and natural scenes, events and memorable moments. These photographs will help us to keep our joy and memories of the place ever new and fresh.",True,37.0,,affection,15.0,He was the first man to do so.
768,181175,87871,116028.0,1885.0,24h,Seeing this HIT made me very happy! I enjoy doing it and it pays well for how long it takes.,True,2.0,,achievement,1.0,I enjoy doing it and it pays well for how long it takes.
